Key,Type,Desc,English,Chinese,ChineseTraditional,German,Portuguese,Russian,Italian,Spanish,Polish,Japanese,Korean,Vietnamese,French
CommonEffect69CardName,Text,,Flighting Enhancement,备战强化,備戰強化,,,,,,,戦闘準備強化,,,
CommonEffect70CardDescription,Text,,Your follower gains +1/+0 upon being summoned,你的随从召唤时获得+1/+0,你的隨從召喚時獲得+1/+0,,,,,,,従者召喚時、+1/+0を獲得する,,,
CommonEffect70CardName,Text,,Prepare for Battle,备战,備戰,,,,,,,戦闘準備,,,
CommonEffect71CardDescription,Text,,"When taking damage, take 1 extra damage.",受到伤害时，额外受到1点伤害。,受到傷害時，額外受到1點傷害。,,,,,,,ダメージを受けると、追加で1ダメージを受ける。,,,
CommonEffect71CardName,Text,,Weakness,弱点,弱點,,,,,,,弱点,,,
CommonEffect72CardDescription,Text,,"Attack will tear the target, dealing damage equal to his Vulnerable layer",攻击会撕裂目标，对他造成相当于其易伤层数的伤害,攻擊會撕裂目標，對他造成相當於其易傷層數的傷害,,,,,,,攻撃はターゲットを引き裂き、その衰弱スタックに等しいダメージを与える,,,
CommonEffect72CardName,Text,,Trauma,创伤,創傷,,,,,,,創傷,,,
CommonEffect73CardDescription,Text,,Inflict Vulnerable X to ATK when taking damage,受到伤害后，给攻击者添加易伤X,受到傷害後，給攻擊者添加易傷X,,,,,,,ダメージを受けると、攻撃者に衰弱Xを付与する,,,
CommonEffect73CardName,Text,,Backfire,反噬,反噬,,,,,,,反発,,,
CommonEffect74CardDescription,Text,,Returns to hand after taking damage,受到伤害后返回手牌,受到傷害後返回手牌,,,,,,,ダメージを受けると、手札に戻す,,,
CommonEffect74CardName,Text,,Shining Away,闪亮离场,閃亮離場,,,,,,,キラキラ退場,,,
CommonEffect75CardDescription,Text,,Add 2 HP to all your units,你的所有单位增加2点生命值,你的所有單位增加2點生命值,,,,,,,あなたの全てのユニットのHP+2,,,
CommonEffect75CardName,Text,,Energized,精力充沛,精力充沛,,,,,,,元気一杯,,,
CommonEffect76CardDescription,Text,,"After taking damage, gain ATK +X",受到伤害后，+X攻击,受到傷害後，+X攻擊,,,,,,,ダメージを受けると、攻撃力+X,,,
CommonEffect76CardName,Text,,Invigorate,振奋,振奮,,,,,,,奮起,,,
CommonEffect77CardDescription,Text,,Power deals extra damage to the number of Burn layers on the target,攻击会额外造成目标身上的灼烧层数的伤害,攻擊會額外造成目標身上的灼燒層數的傷害,,,,,,,攻撃は追加でターゲットが持つ燃焼スタック数に等しいダメージを与える,,,
CommonEffect77CardName,Text,,Arsonist,纵火者,縱火者,,,,,,,放火犯,,,
CommonEffect78CardDescription,Text,,Attacking Vulnerable targets restores X HP,攻击易伤的目标，会恢复X点生命,攻擊易傷的目標，會恢復X點生命,,,,,,,衰弱効果を持つターゲットを攻撃すると、HPがX回復する,,,
CommonEffect78CardName,Text,,Bloodsucker,饮血,飲血,,,,,,,飲血,,,
CommonEffect79CardDescription,Text,,Gain X ATK upon receiving damage,受到伤害时，获得X点攻击力,受到傷害時，獲得X點攻擊力,,,,,,,ダメージを受けると、X攻撃力を獲得する,,,
CommonEffect79CardName,Text,,Demon's Heart,恶魔之心,惡魔之心,,,,,,,悪魔の心,,,
CommonEffect80CardDescription,Text,,Deals X damage to all adjacent enemy units when moved,移动后，会对相邻所有敌方单位造成X点伤害,移動後，會對相鄰所有敵方單位造成X點傷害,,,,,,,移動後、隣接するすべての敵ユニットにXダメージを与える,,,
CommonEffect80CardName,Text,,Rampage,横冲直撞,橫衝直撞,,,,,,,暴れ回る,,,
CommonEffect81CardDescription,Text,,Grants 1 temporary HP to the follower upon taking damage,你的随从受到伤害时，本回合会增加1点临时生命,你的隨從受到傷害時，本回合會增加1點臨時生命,,,,,,,あなたの従者がダメージを受けると、このターン臨時HP+1,,,
CommonEffect81CardName,Text,,Rage,愤怒,憤怒,,,,,,,怒り,,,
CommonEffect82CardDescription,Text,,"Your weapon's ATK +2, but durability decreases by an extra 1 point per attack",你的武器攻击力+2，但每次攻击耐久都会额外降低1点,你的武器攻擊力+2，但每次攻擊耐久都會額外降低1點,,,,,,,自身の武器攻撃力+2、ただし攻撃するたびに、耐久が追加で1低下する,,,
CommonEffect82CardName,Text,,Slam,猛击,猛擊,,,,,,,猛撃,,,
CommonEffect83CardDescription,Text,,"After your units move, deal X DMG on enemy units adjacent to the target tile",你的单位移动后，对到达格子相邻的敌方单位造成X点伤害,你的單位移動後，對到達格子相鄰的敵方單位造成X點傷害,,,,,,,自身のユニットが移動すると、到着したマスに隣接する敵ユニットにXダメージを与える,,,
CommonEffect83CardName,Text,,Mobile Combat,机动作战,機動作戰,,,,,,,機動作戦,,,
CommonEffect84CardDescription,Text,,"If your unit is attacked while having Block, it will knockback the enemy by 1 tile",你的单位如果在具有格挡的时候受到攻击，则击退敌人1格,你的單位如果在具有格擋的時候受到攻擊，則擊退敵人1格,,,,,,,ブロックを持つあなたのユニットが攻撃を受けると、敵を1マスノックバックさせる,,,
CommonEffect84CardName,Text,,Counter Shock,反震,反震,,,,,,,反震,,,
CommonEffect85CardDescription,Text,,"When moving, spread any Burn stacks on yourself to adjacent units",移动时，将自身身上的灼烧数扩散至相邻单位身上,移動時，將自身身上的灼燒數擴散至相鄰單位身上,,,,,,,移動時、自身が持つ燃焼スタック数を隣接するユニットに拡散する,,,
CommonEffect85CardName,Text,,Flame Spread,火焰扩散,火焰擴散,,,,,,,炎の拡散,,,
CommonEffect86CardDescription,Text,,"If your unit is attacked while having Block, it will knockback the enemy by 2 tile",你的单位如果在具有格挡的时候受到攻击，则击退敌人2格,你的單位如果在具有格擋的時候受到攻擊，則擊退敵人2格,,,,,,,ブロックを持つあなたのユニットが攻撃を受けると、敵を2マスノックバックさせる,,,
CommonEffect86CardName,Text,,Adv. Counter Shock,高级反震,高級反震,,,,,,,上級反震,,,
CommonEffect87CardDescription,Text,,Units gain range and knockback equal to their value.,单位获得等同于其数值的射程和击退,單位獲得等同於其數值的射程和擊退,,,,,,,ユニットはその値に等しい射程とノックバック効果を獲得する,,,
CommonEffect87CardName,Text,,Bring a crossbow!,带上弩！,帶上弩！,,,,,,,クロスボウを持って来い！,,,
CommonEffect88CardDescription,Text,,Units gain range equal to their value.,单位获得等同于其数值的射程,單位獲得等同於其數值的射程,,,,,,,ユニットはその値に等しい射程を獲得する,,,
CommonEffect88CardName,Text,,Range Boost,射程强化,射程強化,,,,,,,射程強化,,,
CommonEffect88aCardDescription,Text,,Units gain range equal to their value.,单位获得等同于其数值的射程,單位獲得等同於其數值的射程,,,,,,,ユニットはその値に等しい射程を獲得する,,,
CommonEffect88aCardName,Text,,Range Boost,射程强化,射程強化,,,,,,,射程強化,,,
CommonEffect89CardDescription,Text,,Units cannot attack,单位无法进行攻击,單位無法進行攻擊,,,,,,,ユニットは攻撃できなくなる,,,
CommonEffect89CardName,Text,,Disarm,缴械,繳械,,,,,,,武装解除,,,
CommonEffect90CardDescription,Text,,Units cannot cast spells,单位无法释放法术,單位無法釋放法術,,,,,,,ユニットは魔法を発動できなくなる,,,
CommonEffect90CardName,Text,,Silence,沉默,沉默,,,,,,,沈黙,,,
CommonEffect91CardDescription,Text,,Take X less damage,受到的伤害减少X点,受到的傷害減少X點,,,,,,,受けるダメージ-X,,,
CommonEffect91CardName,Text,,Toughness,坚硬,堅硬,,,,,,,堅固,,,
CommonEffect93CardDescription,Text,,Return to hand after attacking,攻击后返回手牌,攻擊後返回手牌,,,,,,,攻撃後に手札に戻す,,,
CommonEffect93CardName,Text,,Detach,脱离,脫離,,,,,,,離脱,,,
CommonEffect94CardDescription,Text,,Unit inflicts Burn equal to its value when attacks,单位攻击时造成等于其数值的灼烧,單位攻擊時造成等於其數值的灼燒,,,,,,,ユニットが攻撃すると、その値に等しい燃焼を与える,,,
CommonEffect94CardName,Text,,Flame Blessing,火焰祝福,火焰祝福,,,,,,,炎の祝福,,,
CommonSkill02CardDescription,Text,,Gain 1 maximum mana (immediate effect),获得1点最大法力值（立即生效）,獲得1點最大法力值（立即生效）,,,,,,,最大マナ+1（即時有効）,,,
CommonSkill02CardName,Text,,Intelligent,聪颖,聰穎,,,,,,,知的,,,
CommonSkill03CardDescription,Text,,Gain 4 maximum HP (immediate effect),获得4点最大生命值（立即生效）,獲得4點最大生命值（立即生效）,,,,,,,最大HP+4（即時有効）,,,
CommonSkill03CardName,Text,,HP,生命,生命,,,,,,,HP,,,
CommonSkill04CardDescription,Text,,Add a random spell card to your deck,在卡组中添加一张随机法术牌,在卡組中添加一張隨機法術牌,,,,,,,ランダムな魔法カード1枚をデッキに追加する,,,
CommonSkill04CardName,Text,,Learn,学习,學習,,,,,,,学習,,,
Confirm,Text,,Confirm,确认,確認,,,,,,,確認,,,
ConfirmLoot,Text,,Selected,选好了,選好了,,,,,,,選択済み,,,
ConfirmSellTreasure,Text,,Confirm to sell this card?,确定要出售这张卡牌吗？,確定要出售這張卡牌嗎？,,,,,,,本当にこのカードを売却しますか？,,,
ConstrictCardDescription,Text,,Reduces your enemy hero's upper mana limit by 1,降低敌方英雄1点法力上限,降低敵方英雄1點法力上限,,,,,,,敵ヒーローのマナ上限-1,,,
ConstrictCardName,Text,,Kill,杀戒,殺戒,,,,,,,殺生戒,,,
ConsumeHealingPotiontPrompt,Text,,Confirm to consume a potion to heal? (It will be removed from your deck.),你想消耗药水来治疗吗？(它将从你的卡组中删除),你想消耗藥水來治療嗎？(它將從你的卡組中刪除),,,,,,,回復のためにポーションを消費しますか？ （ポーションはあなたのデッキから削除されます）,,,
ConsumeKeywordDescription,Text,,"Upon use, permanently remove this card from your deck",使用后，从卡组里永久删除这张卡,使用後，從卡組裡永久刪除這張卡,,,,,,,使用後、デッキからこのカードを永久に削除する,,,
ConsumeKeywordName,Text,,Consumable,消耗品,消耗品,,,,,,,消耗品,,,
Continue,Text,,Continue,继续,繼續,,,,,,,続く,,,
ControlledEffectCardDescription,Text,,Return to the opponent's discard pile after shattering,摧毁后返回对手的弃牌区,摧毀後返回對手的棄牌區,,,,,,,破壊後、相手の捨て札に戻される,,,
ControlledEffectCardName,Text,,Under control,受控,受控,,,,,,,制御されている,,,
ControlledGestaltCardDescription,Text,,Range 2. Gain a {{AshLegionSpearman}} for each shattered enemy follower,射程2。每有一个敌方随从被摧毁时，获得一张{{AshLegionSpearman}},射程2。每有一個敵方隨從被摧毀時，獲得一張{{AshLegionSpearman}},,,,,,,射程2。敵の従者が破壊されるたびに、{{AshLegionSpearman}}を一枚獲得する,,,
ControlledGestaltCardName,Text,,Bones Royal Wizard,骨头皇家巫师,骨頭皇家巫師,,,,,,,王家ボーンウィザード,,,
Convert,Text,,Convert to gold,转成金币,轉成金幣,,,,,,,金貨に変換する,,,
ConvertGoldPrompt,Text,,"Select the treasure card you wish to convert to gold, remaining cards will stay in the game for this round.",选择你想要转换为金币的宝藏卡，其余宝藏卡将会被继续保留在本轮游戏中。,選擇你想要轉換為金幣的寶藏卡，其餘寶藏卡將會被繼續保留在本輪遊戲中。,,,,,,,金貨に変換したい宝物カードを選択してください、他の宝物カードはこのラウンドのゲームに残ります。,,,
CooldownKeywordDescription,Text,,Cooldown turns of an artifact after usage,使用圣器后，需要等待才能再次使用的回合数,使用聖器後，需要等待才能再次使用的回合數,,,,,,,聖器を使用した後、再び使用可能になるまでのターン数,,,
CooldownKeywordName,Text,,Cooldown,冷却时间,冷卻時間,,,,,,,クールダウン,,,
CopyKeywordDescription,Text,,"Disappears upon being played, shattered, or discarded",在被打出，摧毁或弃牌后消失,在被打出，摧毀或棄牌後消失,,,,,,,フィールドに出され、破壊され、または廃棄された後に消滅する,,,
CopyKeywordName,Text,,Replica,复制品,複製品,,,,,,,複製品,,,
CoreFlameCardDescription,Text,,Grant +2/+1 to adjacent allied followers at the end of your turn,在你的回合结束时，使相邻友方随从+2/+1,在你的回合結束時，使相鄰友方隨從+2/+1,,,,,,,あなたのターン終了時、隣接する味方従者に+2/+1を付与する,,,
CoreFlameCardName,Text,,Core Flame,核心火焰,核心火焰,,,,,,,コアの炎,,,
CoreHydraCardDescription,Text,,"Toughness 6, cannot move
Whenever a {{BossHydraHead}} dies, inherits its gained ATK and reduces Toughness stack by 1","坚硬6，无法移动
每当1个{{BossHydraHead}}阵亡时，继承它所获得的攻击力，并减少1层坚硬","堅硬6，無法移動
每當1個{{BossHydraHead}}陣亡時，繼承它所獲得的攻擊力，並減少1層堅硬",,,,,,,"堅固6、移動不能
{{BossHydraHead}}が1体死亡するたびに、相手の獲得した攻撃力を受け継ぎ、堅固が1スタック減少する",,,
CoreHydraCardName,Text,,Recalling Buddha,亿亦佛,億亦佛,,,,,,,記憶の仏,,,
CoreHydraMageCardDescription,Text,,"Toughness 6, cannot move
Whenever a {{BossHydraHead}} dies, inherits its gained ATK and reduces Toughness stack by 1","坚硬6，无法移动
每当1个{{BossHydraHead}}阵亡时，继承它所获得的攻击力，并减少1层坚硬","堅硬6，無法移動
每當1個{{BossHydraHead}}陣亡時，繼承它所獲得的攻擊力，並減少1層堅硬",,,,,,,"堅固6、移動不能
{{BossHydraHead}}が1体死亡するたびに、相手の獲得した攻撃力を受け継ぎ、堅固が1スタック減少する",,,
CoreHydraMageCardName,Text,,Recalling Buddha,亿亦佛,億亦佛,,,,,,,記憶の仏,,,
CorruptedPaladinCardDescription,Text,,Knockback 3,击退3,擊退3,,,,,,,ノックバック3,,,
CorruptedPaladinCardName,Text,,Fallen Paladin,堕落的圣骑士,墮落的聖騎士,,,,,,,堕ちた聖騎士,,,
